player,estimated_overall,value,age,Cluster
Caio Milaçar,70.875,2600000.0,27,0
Miloš Pantović,70.875,2100000.0,27,0
Ryan Hardie,70.875,1100000.0,26,0
José Mauri,70.875,1300000.0,27,0
Serhiy Sydorchuk,70.875,3900000.0,32,0
Salvi Sánchez,70.875,3500000.0,32,0
Ramón Ábila,70.875,1900000.0,33,0
Mikael Ishak,70.875,2300000.0,30,0
Jón Guðni Fjóluson,70.85714285714286,675.0,34,0
Córdoba,70.85714285714286,1300000.0,28,0
Silas Almeim,70.85714285714286,6500000.0,31,0
Park Dong Jin,70.85714285714286,625.0,28,0
Kim Tae Hwan,70.85714285714286,1600000.0,34,0
Damián Fernández,70.85714285714286,875.0,22,0
Federico Pereira,70.85714285714286,2400000.0,23,0
Paulson Junqueira,70.85714285714286,3000000.0,27,0
Alminho Boas,70.85714285714286,2300000.0,27,0
Yoann Barbet,70.85714285714286,1600000.0,30,0
Lorenzo Reyes,70.85714285714286,3000000.0,32,0
Luka Krajnc,70.85714285714286,1100000.0,28,0
Joseph Lopy,70.85714285714286,1200000.0,31,0
Ibrahim Cissé,70.85714285714286,1100000.0,27,0
Leonel González,70.85714285714286,875.0,29,0
Florin Bejan,70.85714285714286,500.0,32,0
Obinna Nwobodo,70.85714285714286,2300000.0,26,0
Max Christiansen,70.85714285714286,1600000.0,26,0
Ben Sheaf,70.85714285714286,3100000.0,25,0
Akieme,70.85714285714286,3200000.0,25,0
Filip Panák,70.85714285714286,2200000.0,27,0
Devyne Rensch,70.85714285714286,4200000.0,20,0
Josep Martínez,70.8,1600000.0,25,0
Vladan Kovacević,70.8,1400000.0,25,0
Daniel Bentley,70.8,1700000.0,30,0
Ismail Jakobs,70.75,2500000.0,24,0
Lucas Lima,70.75,2000000.0,31,0
Liam Boyce,70.75,1300000.0,32,0
Jalil Elías,70.75,1700000.0,27,0
Edon Zhegrova,70.75,4900000.0,24,0
Aubrey Modiba,70.75,1900000.0,28,0
Han Kyo Won,70.75,950.0,33,0
Clerc,70.75,2600000.0,31,0
Enzo Loiodice,70.75,2500000.0,22,0
Jony,70.75,2300000.0,32,0
Alhaji Kamara,70.75,1200000.0,29,0
Kevin Cordesia,70.75,875.0,35,0
Mathias Autret,70.75,2500000.0,32,0
Christian D'Urso,70.75,1600000.0,26,0
Jeremy Cijntje,70.75,550.0,25,0
Matías Pellegrini,70.75,1600000.0,23,0
Jevani Brown,70.75,1100000.0,28,0
Ko Seung Beom,70.75,1400000.0,29,0
Aleksandar Trajkovski,70.75,1400000.0,30,0
Mark Harris,70.75,1000000.0,24,0
Baba Alhassan,70.75,750.0,23,0
Allano,70.75,2500000.0,28,0
Victor Lekhal,70.71428571428571,1100000.0,29,0
Linus Wahlqvist,70.71428571428571,1200000.0,26,0
Eric Martel,70.71428571428571,1400000.0,21,0
Félix Eboa Eboa,70.71428571428571,700.0,26,0
Luis Pérez,70.71428571428571,4100000.0,28,0
Ben Johnson,70.71428571428571,4500000.0,23,0
Mario Antonio Rancoret,70.71428571428571,1300000.0,31,0
Domenico Frare,70.71428571428571,1100000.0,27,0
Leo Vimieiro,70.71428571428571,5500000.0,27,0
Steven Fortes,70.71428571428571,1100000.0,31,0
Marcel Correia,70.71428571428571,475.0,34,0
Tim Siersleben,70.71428571428571,1400000.0,23,0
Jack Clarke,70.625,1900000.0,22,0
Sékou Mara,70.625,1500000.0,21,0
Pol Lirola,70.625,4400000.0,26,0
Andreas Cornelius,70.625,5500000.0,30,0
Pape Ndiaga Yade,70.625,1200000.0,23,0
David Simão,70.625,1300000.0,33,0
Giovanni Sio,70.625,875.0,34,0
Johan Larsson,70.625,1300000.0,33,0
Jonathan Leko,70.625,675.0,24,0
Bastián Yáñez,70.625,1900000.0,22,0
Huang Zichang,70.625,650.0,26,0
Cristo González,70.625,1400000.0,25,0
Silvester van der Water,70.625,1500000.0,26,0
Marco D'Alessandro,70.625,1600000.0,32,0
Ricardo Centurión,70.625,1800000.0,30,0
Andrea Poli,70.625,1200000.0,33,0
Yunus Mallı,70.625,1800000.0,31,0
Danny Blum,70.625,1300000.0,32,0
Reis,70.625,1200000.0,30,0
Ronny Rodelin,70.625,1500000.0,33,0
Bilal Boutobba,70.625,2200000.0,25,0
Adam Karabec,70.625,2000000.0,20,0
Mitchell van Bergen,70.625,2800000.0,24,0
Enrique Bologna,70.6,50.0,41,0
Anatoliy Trubin,70.6,1900000.0,22,0
Patrick Drewes,70.6,1600000.0,30,0
Seny Dieng,70.6,1800000.0,28,0
Darren Randolph,70.6,250.0,36,0
Matthieu Dreyer,70.6,600.0,34,0
Jed Steer,70.6,1300000.0,30,0
John Ruddy,70.6,210.0,36,0
Lovre Kalinić,70.6,2100000.0,33,0
Ismaël Chester Diallo,70.57142857142857,1900000.0,26,0
Benedikt Zech,70.57142857142857,1100000.0,32,0
Raffael Behounek,70.57142857142857,975.0,26,0
Cai Huikang,70.57142857142857,400.0,33,0
Franco Sbuttoni,70.57142857142857,475.0,34,0
Carl Johansson,70.57142857142857,875.0,29,0
Darnell Fisher,70.57142857142857,1400000.0,29,0
Christoph Klarer,70.57142857142857,1900000.0,23,0
Nathaniel Clyne,70.57142857142857,3100000.0,32,0
Allyson,70.57142857142857,950.0,32,0
Benjamin Hansen,70.57142857142857,1200000.0,29,0
Michael Lang,70.57142857142857,1000000.0,32,0
Jay Fulton,70.57142857142857,1400000.0,29,0
Rarmani Edmonds-Green,70.57142857142857,1200000.0,24,0
Léo Pétrot,70.57142857142857,1300000.0,26,0
Majid Hosseini,70.57142857142857,1300000.0,27,0
Jeffmeirson,70.57142857142857,2600000.0,31,0
Ľubomír Šatka,70.57142857142857,1300000.0,27,0
Santiago Rodríguez,70.5,2800000.0,23,0
Sead Hakšabanović,70.5,2700000.0,24,0
Alexander Merkel,70.5,1000000.0,31,0
Luca Fiordilino,70.5,1800000.0,27,0
Corey Blackett-Taylor,70.5,975.0,25,0
Tyrhys Dolan,70.5,1800000.0,21,0
Dieumerci Ndongala,70.5,1300000.0,32,0
Kiko Femenía,70.5,3100000.0,32,0
Valentin Gheorghe,70.5,1300000.0,26,0
Amara Condé,70.5,1300000.0,26,0
Negredo,70.5,3600000.0,38,0
Nick Bätzner,70.5,1600000.0,23,0
Quentin Bernard,70.5,1100000.0,34,0
Alexander Esswein,70.5,1100000.0,33,0
Veljko Birmančević,70.5,1800000.0,25,0
Bogdan Vătăjelu,70.5,1200000.0,30,0
Diego Luis Gonzalez Alcaraz,70.5,1500000.0,20,0
Guridi,70.5,3200000.0,28,0
Jérémy Le Douaron,70.5,2700000.0,25,0
Clint Leemans,70.5,1300000.0,27,0
Pol Lozano,70.5,2500000.0,23,0
Rodrigo Muniz,70.5,1900000.0,22,0
Denis Kolinger,70.42857142857143,875.0,29,0
Christian Groß,70.42857142857143,700.0,34,0
Vladimir Screciu,70.42857142857143,1200000.0,23,0
Sessi D'Almeida,70.42857142857143,925.0,27,0
Toni Borevković,70.42857142857143,1500000.0,26,0
Pietro Beruatto,70.42857142857143,6000000.0,24,0
Gonzalo Goñi,70.42857142857143,1200000.0,25,0
Robson Denho,70.42857142857143,3500000.0,31,0
Michael Rose,70.42857142857143,1500000.0,27,0
Dorian Dessoleil,70.42857142857143,1300000.0,31,0
Wuilker Faríñez,70.4,2000000.0,25,0
Alexis Martín Arias,70.4,1600000.0,31,0
Diego Rodríguez,70.4,600.0,34,0
Sebastián Moyano,70.4,1200000.0,33,0
Gökhan Töre,70.375,1200000.0,31,0
Yusuf Bamidele,70.375,850.0,22,0
Geraldo,70.375,1300000.0,31,0
Kevin Sessa,70.375,2200000.0,23,0
Brandley Kuwas,70.375,1600000.0,30,0
Nathan Ngoumou,70.375,2200000.0,23,0
Maximilian Mittelstädt,70.375,3100000.0,26,0
Jonathan Ring,70.375,1800000.0,31,0
Ryan Manning,70.375,2300000.0,27,0
Ryan Longman,70.375,1200000.0,22,0
Torgeir Børven,70.375,1400000.0,31,0
Miguel Gutiérrez,70.375,2400000.0,22,0
David Wotherspoon,70.375,800.0,33,0
Joël Piroe,70.375,3600000.0,24,0
Admir Mehmedi,70.375,1900000.0,32,0
Thomas Henry,70.375,6000000.0,28,0
Nick Powell,70.375,1600000.0,29,0
Iván Jaime,70.375,2800000.0,22,0
Jonas Föhrenbach,70.28571428571429,1600000.0,27,0
Ionuț Nedelcearu,70.28571428571429,1300000.0,27,0
Matej Rodin,70.28571428571429,975.0,27,0
Odei,70.28571428571429,775.0,33,0
Ahmet Gürleyen,70.28571428571429,850.0,24,0
Vinicius Cardenha,70.28571428571429,3600000.0,31,0
Kevin Rüegg,70.28571428571429,1700000.0,25,0
Fanos Katelaris,70.28571428571429,825.0,27,0
Fabian Holland,70.28571428571429,2200000.0,33,0
Carlos Moros Gracia,70.28571428571429,725.0,30,0
Sander van de Streek,70.25,1800000.0,30,0
Javi Muñoz,70.25,1300000.0,28,0
Leandro Bacuna,70.25,1000000.0,32,0
Aimar Oroz,70.25,1800000.0,21,0
Sam Nombe,70.25,825.0,24,0
Mikael Anderson,70.25,1400000.0,25,0
Hugo Siquet,70.25,1600000.0,21,0
Tobias Bech,70.25,1100000.0,21,0
Cheikhou Dieng,70.25,600.0,29,0
Kim Bo Sub,70.25,825.0,25,0
Lee Seung Gi,70.25,650.0,35,0
Marius Ștefănescu,70.25,1600000.0,25,0
Álvaro Jiménez,70.25,1700000.0,28,0
Onur Bulut,70.25,1400000.0,29,0
Adam Smith,70.25,3100000.0,32,0
Dan Nistor,70.25,550.0,35,0
Giannis Kotsiras,70.25,1600000.0,30,0
Emre Kılınç,70.25,2500000.0,29,0
Amato Ciciretti,70.25,2400000.0,29,0
David Pech,70.25,1600000.0,21,0
Loïs Diony,70.25,1900000.0,30,0
Carleto Costinha,70.25,1800000.0,31,0
Samuel Obeng,70.25,975.0,26,0
Carlton Morris,70.25,1500000.0,27,0
Matías Esquivel,70.25,1400000.0,24,0
Abdulaziz Al Bishi,70.25,1200000.0,29,0
Morgan Guilavogui,70.25,1600000.0,25,0
Dario Špikić,70.25,2200000.0,24,0
Isaac Olaofe,70.25,475.0,23,0
Reto Ziegler,70.25,220.0,37,0
Patrick Herrmann,70.25,1900000.0,32,0
Alex Smithies,70.2,925.0,33,0
Andreas Linde,70.2,1300000.0,30,0
Andrew,70.2,2100000.0,22,0
Ulrich Taffertshofer,70.14285714285714,725.0,31,0
André Poko,70.14285714285714,1200000.0,30,0
José Amo,70.14285714285714,1200000.0,25,0
Joshua Brillante,70.14285714285714,1200000.0,30,0
Éric Vandenabeele,70.14285714285714,700.0,31,0
Pablo Villarronda,70.14285714285714,550.0,35,0
Bogdan Racovițan,70.14285714285714,1100000.0,23,0
Matthew Pennington,70.14285714285714,800.0,28,0
Pedro Ferreira,70.14285714285714,1400000.0,25,0
Alex das Freitas,70.14285714285714,2000000.0,23,0
Justen Glad,70.14285714285714,1200000.0,26,0
Ross Stewart,70.125,2100000.0,27,0
Dan Ndoye,70.125,1600000.0,22,0
Tiago Maria Antunes Gouveia,70.125,2200000.0,22,0
Rémy Boissier,70.125,1400000.0,29,0
Jaushua Sotirio,70.125,425.0,27,0
Alberto Perea,70.125,1600000.0,32,0
Juanpe,70.125,925.0,27,0
Mauri Borgho,70.125,3600000.0,31,0
DeAndre Yedlin,70.125,1400000.0,30,0
Mark-Anthony Kaye,70.125,1700000.0,28,0
Zachary Brault-Guillard,70.125,975.0,24,0
Jonathan Rowe,70.125,775.0,20,0
Ignacio Aliseda,70.125,1200000.0,23,0
Dylan Wenzel-Halls,70.125,550.0,25,0
Sergiu Hanca,70.125,975.0,31,0
Facundo Mura,70.125,2500000.0,24,0
Stefan Nutz,70.125,1300000.0,31,0
Ignacio Schor,70.125,2200000.0,23,0
Max Power,70.125,1200000.0,30,0
Leart Paqarada,70.125,2300000.0,28,0
Massimo Coda,70.125,2700000.0,34,0
Noah Ohio,70.125,525.0,20,0
Paulo Otávio,70.125,7000000.0,28,0
Leonel Di Plácido,70.0,2100000.0,29,0
Barış Alper Yılmaz,70.0,1200000.0,23,0
Jonathan Villagra,70.0,1200000.0,22,0
Bojan Miovski,70.0,1400000.0,24,0
James Léa Siliki,70.0,1700000.0,27,0
Ezequiel Cañete,70.0,1800000.0,24,0
Bruno Fagundeiro,70.0,1600000.0,23,0
Santiago Cáseres,70.0,2300000.0,26,0
Joel Mvuka,70.0,925.0,20,0
Cristian Galano,70.0,600.0,32,0
Christopher Ikonomidis,70.0,1700000.0,28,0
Arthur Desmas,70.0,1100000.0,29,0
Charlie Goode,70.0,975.0,28,0
Eryk Williamson,70.0,1600000.0,26,0
Joshua Zirkzee,70.0,3600000.0,22,0
Josh Scowen,70.0,1000000.0,30,0
Heorhii Sudakov,70.0,1300000.0,21,0
Reece Burke,70.0,1500000.0,26,0
Loren,70.0,2400000.0,29,0
Viktor Korniienko,70.0,2500000.0,24,0
Serge-Philippe Raux-Yao,70.0,475.0,24,0
Kei Kamara,70.0,550.0,39,0
Oliver Berg,70.0,1600000.0,30,0
Jackson Yueill,70.0,1600000.0,26,0
Maximiliano Pereira,70.0,300.0,39,0
Sam Gallagher,70.0,1800000.0,27,0
Mats Knoester,70.0,1400000.0,24,0
Théo Luis Fonseca,70.0,1000000.0,23,0
Enzo Giménez,70.0,975.0,25,0
Fabiano Souza,70.0,3300000.0,23,0
Marquinhos,70.0,3300000.0,20,0
Garrido,70.0,925.0,33,0
Maximilian Ullmann,70.0,1900000.0,27,0
Michel Cruceiro,70.0,2500000.0,31,0
Tomás Araújo,70.0,1000000.0,21,0
Edward Chilufya,70.0,1200000.0,23,0
Albian Ajeti,69.875,1600000.0,26,0
Regan Slater,69.875,1400000.0,23,0
Giorgi Kvilitaia,69.875,3100000.0,29,0
Koba Leïn Koindredi,69.875,1300000.0,21,0
Abiel Osorio,69.875,1400000.0,21,0
Ian Maatsen,69.875,3100000.0,21,0
Moustafa Zeidan,69.875,1600000.0,25,0
Léandre Tawamba,69.875,3400000.0,33,0
Mauricio Duarte,69.875,1400000.0,31,0
CJ Hamilton,69.875,1100000.0,28,0
Nikolas Nartey,69.875,1600000.0,23,0
Ellis Harrison,69.875,875.0,29,0
Christos Albanis,69.875,1700000.0,28,0
Vito van Crooij,69.875,1500000.0,27,0
Edgardo Codesto,69.875,1200000.0,31,0
Rodrigo Gomes,69.875,1300000.0,20,0
Abdulkadir Parmak,69.875,1300000.0,28,0
Jann-Fiete Arp,69.875,1200000.0,23,0
Fotis Ioannidis,69.875,1900000.0,23,0
Albert Grønbæk,69.875,1400000.0,22,0
Gianni Stensness,69.85714285714286,850.0,24,0
Lukas Grgic,69.85714285714286,1200000.0,28,0
Kevin Wimmer,69.85714285714286,1200000.0,30,0
Fankaty Dabo,69.85714285714286,1400000.0,27,0
Lautaro Valenti,69.85714285714286,1000000.0,24,0
Zoran Arsenić,69.85714285714286,875.0,29,0
Charles Kaboré,69.85714285714286,475.0,35,0
Tom Edwards,69.85714285714286,1300000.0,24,0
Gianfranco Chávez,69.85714285714286,1200000.0,25,0
Kosmas Gkezos,69.85714285714286,600.0,31,0
Renato Pantalon,69.85714285714286,850.0,25,0
Rodrigo Vuarte,69.85714285714286,9000000.0,31,0
Norman Theuerkauf,69.85714285714286,400.0,36,0
Mads Fenger,69.85714285714286,700.0,32,0
Espen Bjørnsen Garnås,69.85714285714286,950.0,28,0
Jadsinho Mei,69.85714285714286,10000000.0,27,0
Bartosz Kwiecień,69.85714285714286,525.0,29,0
Jules Van Cleemput,69.85714285714286,1500000.0,26,0
Jérôme Prior,69.8,1300000.0,28,0
Zeki Amdouni,69.75,1700000.0,22,0
Tomáš Suslov,69.75,1800000.0,21,0
Eren Dinkçi,69.75,800.0,21,0
Yusuf Demir,69.75,2000000.0,20,0
Maurice Cova,69.75,1200000.0,31,0
Qazim Laçi,69.75,1300000.0,27,0
Alexander Fransson,69.75,1400000.0,29,0
Marc Mateu,69.75,1300000.0,33,0
Salvatore Elia,69.75,1400000.0,24,0
Cristian Menéndez,69.75,775.0,35,0
Gjermund Åsen,69.75,1000000.0,32,0
Muteb Al Harbi,69.75,1300000.0,23,0
Niclas Eliasson,69.75,3300000.0,27,0
Írven Ávila,69.75,1200000.0,33,0
Finn Porath,69.75,1300000.0,26,0
Mickel Miller,69.75,575.0,27,0
Musa Al-Tamari,69.75,1800000.0,26,0
Santiago Colombatto,69.75,1800000.0,26,0
Noha Ndombasi,69.75,575.0,22,0
Mathias Kvistgaarden,69.75,675.0,21,0
Damjan Đoković,69.71428571428571,950.0,33,0
Rocky Bushiri,69.71428571428571,875.0,23,0
Joost van Aken,69.71428571428571,1000000.0,29,0
Lee Peltier,69.71428571428571,275.0,36,0
Will Vaulks,69.71428571428571,1100000.0,29,0
Ross Sykes,69.71428571428571,1200000.0,24,0
Brian Salvareschi,69.71428571428571,1200000.0,24,0
Rolf Feltscher,69.71428571428571,425.0,32,0
Matías Kranevitter,69.71428571428571,1400000.0,30,0
Tapelo Xoki,69.71428571428571,1300000.0,28,0
Jorge Sáenz,69.71428571428571,975.0,26,0
Joshuando Sá,69.71428571428571,5500000.0,27,0
Paul Mullin,69.625,1100000.0,28,0
Craig Noone,69.625,650.0,35,0
Víctor Ruiz,69.625,1200000.0,29,0
Maciej Domański,69.625,850.0,32,0
Marcel Büchel,69.625,975.0,32,0
Ricky van Wolfswinkel,69.625,1500000.0,34,0
Niklas Hult,69.625,1100000.0,33,0
Ricardo Pepi,69.625,1500000.0,20,0
Yoon Bit Garam,69.625,950.0,33,0
Hayao Kawabe,69.625,1300000.0,27,0
Edu Bedia,69.625,625.0,34,0
Ron Berlinski,69.625,775.0,29,0
Stefano Pettinari,69.625,850.0,31,0
Yan Couto,69.625,2600000.0,21,0
Silvère Ganvoula,69.625,1100000.0,27,0
Juanjo Nieto,69.625,1500000.0,28,0
Horacio Tijanovich,69.625,1100000.0,27,0
Alejandro Garnacho,69.625,1300000.0,19,0
Lauro Revéz,69.6,475.0,35,0
Ivor Pandur,69.6,2100000.0,23,0
Philipp Köhn,69.6,1600000.0,25,0
Vasilios Barkas,69.6,1100000.0,29,0
Aarón,69.6,1500000.0,27,0
Jon McLaughlin,69.6,275.0,35,0
Vojtěch Vorel,69.6,1100000.0,27,0
Antoine Batisse,69.57142857142857,950.0,28,0
Leonardo Jara,69.57142857142857,1700000.0,32,0
James Sands,69.57142857142857,1400000.0,23,0
Dimitri Lavalée,69.57142857142857,1300000.0,26,0
Charlie Mulgrew,69.57142857142857,220.0,37,0
Gustav Henriksson,69.57142857142857,850.0,25,0
Víctor Cabrera,69.57142857142857,1200000.0,30,0
Loïc Bessilé,69.57142857142857,1000000.0,24,0
Stefan Thesker,69.57142857142857,700.0,32,0
Hassan Kadish,69.57142857142857,850.0,30,0
Nawaf Al Subhi,69.57142857142857,375.0,33,0
Sebastian Mai,69.57142857142857,875.0,29,0
Stefan Thesker,69.57142857142857,700.0,32,0
Abdallah Ndour,69.57142857142857,1300000.0,29,0
Leigh Broxham,69.57142857142857,160.0,35,0
Mirlind Kryeziu,69.57142857142857,975.0,26,0
Omar Gonzalez,69.57142857142857,275.0,34,0
Saeed Al Rubaie,69.57142857142857,725.0,29,0
Harlee Dean,69.57142857142857,700.0,32,0
Gabriel Silva,69.5,1800000.0,21,0
Tosin Kehinde,69.5,1600000.0,25,0
Hugo Magnetti,69.5,2400000.0,25,0
Nicolás Tripichio,69.5,2300000.0,27,0
Benjamín Berríos,69.5,1600000.0,25,0
Othmane Boussaid,69.5,1600000.0,23,0
Emeka Friday Eze,69.5,1400000.0,26,0
Ion Gheorghe,69.5,1400000.0,23,0
Jordon Garrick,69.5,675.0,25,0
Benedikt Pichler,69.5,1400000.0,26,0
Simon Murray,69.5,575.0,31,0
Nicolai Poulsen,69.5,1200000.0,30,0
Stipe Biuk,69.5,2000000.0,20,0
Jack Diamond,69.5,850.0,23,0
Niall Ennis,69.5,675.0,24,0
Agyemang Diawusie,69.5,825.0,25,0
Dom Telford,69.5,650.0,26,0
Tom Nichols,69.5,725.0,30,0
Dylan Levitt,69.5,1600000.0,22,0
Patrik Wålemark,69.5,2600000.0,21,0
Felix Platte,69.5,2100000.0,27,0
Gonçalo Paciência,69.5,4600000.0,29,0
Soufiane Bidaoui,69.5,800.0,33,0
Tomi Horvat,69.5,1600000.0,24,0
Lisandro Semedo,69.5,1100000.0,27,0
David Ajiboye,69.5,825.0,24,0
Milos Kerkez,69.5,2900000.0,19,0
Leonardo Pavoletti,69.5,1500000.0,34,0
Greg Stewart,69.5,1100000.0,33,0
Dimitris Limnios,69.5,1800000.0,25,0
Robin Quaison,69.5,1900000.0,29,0
Denis Ciobotariu,69.42857142857143,725.0,25,0
Marcel Franke,69.42857142857143,1000000.0,30,0
Luke Woolfenden,69.42857142857143,1200000.0,24,0
Syam Ben Youssef,69.42857142857143,400.0,34,0
Adrián Marín,69.42857142857143,3100000.0,26,0
Kelvin Leerdam,69.42857142857143,700.0,33,0
Kian Hansen,69.42857142857143,575.0,34,0
Verdasca,69.42857142857143,700.0,26,0
Grant Kekana,69.42857142857143,850.0,30,0
Clavería,69.42857142857143,775.0,27,0
Michael Cooper,69.4,1600000.0,23,0
William Cuesta,69.4,1100000.0,30,0
Andreas Hansen,69.4,1100000.0,28,0
Etrit Berisha,69.4,600.0,34,0
Ertaç Özbir,69.4,925.0,33,0
Ryder Matos,69.375,1000000.0,30,0
Gojko Cimirot,69.375,1600000.0,30,0
Yanic Wildschut,69.375,575.0,31,0
Louka Prip,69.375,1800000.0,26,0
Mollejo,69.375,1900000.0,22,0
Liberato Cacace,69.375,2000000.0,22,0
Claudio Aquino,69.375,1500000.0,32,0
Jonathan Sabbatini,69.375,400.0,35,0
Óscar Opazo,69.375,1200000.0,32,0
Johann Lepenant,69.375,2900000.0,20,0
Sebastiano Esposito,69.375,1500000.0,21,0
Waldo Santerilone,69.375,1400000.0,31,0
Joe Allen,69.375,1100000.0,33,0
Emmanuel Boateng,69.375,850.0,29,0
Rene Renner,69.375,1300000.0,29,0
Fernando Niño Rodríguez,69.375,2200000.0,22,0
Fabian Piasecki,69.375,1100000.0,28,0
Ehsan Haji Safi,69.375,1100000.0,33,0
Ken Sema,69.375,2400000.0,29,0
Iván Angulo,69.375,1600000.0,24,0
Aaron Appindangoye,69.28571428571429,825.0,31,0
Oualid El Hajjam,69.28571428571429,1700000.0,32,0
Ibrahima Bamba,69.28571428571429,1200000.0,21,0
Felipe Aguilar,69.28571428571429,2000000.0,30,0
Agustin Dattola,69.28571428571429,1000000.0,24,0
Yeon Je Woon,69.28571428571429,800.0,29,0
Moussa Diarra,69.28571428571429,1400000.0,22,0
Philippe Sandler,69.28571428571429,1300000.0,26,0
Lukas Boeder,69.28571428571429,700.0,26,0
Jake Bidwell,69.28571428571429,1600000.0,30,0
Pomares,69.28571428571429,1200000.0,30,0
Melle Meulensteen,69.28571428571429,1200000.0,24,0
Karlo Muhar,69.28571428571429,1200000.0,27,0
Ignasi Miquel,69.28571428571429,1200000.0,30,0
Zargo Touré,69.28571428571429,650.0,33,0
Jailson Caeiro,69.28571428571429,4800000.0,31,0
Filippo Sgarbi,69.28571428571429,850.0,25,0
Gustavo Pastinho,69.25,1000000.0,31,0
Yanis Merdji,69.25,475.0,29,0
Song Si Woo,69.25,725.0,30,0
Gilbert Koomson,69.25,900.0,28,0
Rigoberto Rivas,69.25,1200000.0,25,0
Sebastian Kowalczyk,69.25,1400000.0,25,0
Moussa Soumano,69.25,1200000.0,18,0
Sofian Kiyine,69.25,2200000.0,25,0
Nélson da Luz,69.25,1600000.0,25,0
Raphael Obermair,69.25,1500000.0,27,0
Dario Šarić,69.25,1300000.0,26,0
Kristoffer Velde,69.25,1000000.0,23,0
Simon Handle,69.25,850.0,30,0
Cristian Agoste,69.25,1300000.0,31,0
Viktor Fischer,69.25,1900000.0,29,0
Declan John,69.25,575.0,28,0
Geny Catamo,69.25,850.0,22,0
Andrea Barberis,69.25,2100000.0,29,0
Bilal El Khannouss,69.25,1100000.0,19,0
Hidde ter Avest,69.25,1900000.0,26,0
Armindo Sieb,69.25,800.0,20,0
Emmanuel Iyoha,69.25,1400000.0,25,0
David Gil,69.2,1100000.0,29,0
Federico Lanzillotta,69.2,1100000.0,30,0
Emiliano Viviano,69.2,40.0,37,0
Benjamin Uphoff,69.2,1100000.0,30,0
Mattijs Branderhorst,69.2,1100000.0,29,0
Liam Kelly,69.2,950.0,27,0
Ezequiel Centurión,69.2,1300000.0,26,0
Eirik Haugan,69.14285714285714,1000000.0,26,0
Darryl Lachman,69.14285714285714,650.0,33,0
Guilherme Garutti,69.14285714285714,425.0,29,0
Frédéric Veseli,69.14285714285714,1000000.0,30,0
Maxwell Gyamfi,69.14285714285714,750.0,23,0
Jarosław Jach,69.14285714285714,500.0,29,0
Macaulay Gillesphey,69.14285714285714,675.0,27,0
Bruno,69.14285714285714,650.0,33,0
Pierre-Yves Ngawa,69.14285714285714,825.0,31,0
Adil Auassar,69.14285714285714,275.0,36,0
Timothée Dieng,69.14285714285714,550.0,31,0
Steven Vitória,69.14285714285714,425.0,36,0
Brandon Soppy,69.14285714285714,1900000.0,21,0
Park Jin Sub,69.14285714285714,975.0,27,0
Alfie Jones,69.14285714285714,1000000.0,25,0
Brandon Bye,69.14285714285714,1900000.0,27,0
Liam Millar,69.125,1400000.0,23,0
Gaëtan Charbonnier,69.125,1900000.0,34,0
Thiago Vecino,69.125,1600000.0,24,0
Afonso Sousa,69.125,1600000.0,23,0
Kenny Nagera,69.125,550.0,21,0
Federico Ricci,69.125,2400000.0,29,0
Gustavo Peredo,69.125,850.0,23,0
Zhong Yihao,69.125,775.0,27,0
Clemente Montes,69.125,1200000.0,22,0
Ariel Lassiter,69.125,625.0,28,0
Andre Shinyashiki,69.125,950.0,26,0
Alan Medina,69.125,2200000.0,25,0
Petar Pušić,69.125,975.0,24,0
Matías Soulé,69.125,1700000.0,20,0
Manuel Meñarez,69.125,950.0,27,0
Kevin Nisbet,69.125,1600000.0,26,0
Maurits Kjaergaard,69.125,1500000.0,20,0
Luildo Simões,69.125,1900000.0,23,0
Bartosz Bida,69.125,575.0,22,0
Deiver Machado,69.125,2800000.0,29,0
Luca Pellegrini,69.125,6000000.0,24,0
Ömer Ali Şahiner,69.125,1200000.0,31,0
Ché Nunnely,69.125,1200000.0,24,0
Fredrik Andre Bjørkan,69.0,2500000.0,25,0
Kim Dong Joon,69.0,1200000.0,28,0
Zhang Xizhe,69.0,825.0,32,0
Lindsay Rose,69.0,700.0,31,0
Patrick Sontheimer,69.0,1200000.0,25,0
Sumayhan Al Nabit,69.0,1500000.0,27,0
Dennis Srbeny,69.0,1400000.0,29,0
Suleiman Abdullahi,69.0,975.0,26,0
Timothée Pembélé,69.0,1600000.0,20,0
Thomas Thiesson Kristensen,69.0,850.0,21,0
Tomáš Koubek,69.0,1300000.0,31,0
Jayden Braaf,69.0,925.0,21,0
Bobby Wood,69.0,850.0,30,0
Alejandro Maciel,69.0,975.0,26,0
Kemar Lawrence,69.0,1200000.0,30,0
Tyronne Ebuehi,69.0,2300000.0,27,0
Julián Aude,69.0,1000000.0,20,0
Florent Hadergjonaj,69.0,1800000.0,29,0
Daniel Jebbison,69.0,750.0,20,0
Ziyad Al Sahafi,69.0,625.0,29,0
Washington Mansila,69.0,575.0,35,0
D'Margio Wright-Phillips,69.0,650.0,21,0
Franco Soldano,69.0,1300000.0,28,0
Sebastián Pedroza,69.0,2400000.0,24,0
Nolaskoain,69.0,1200000.0,24,0
Dominik Reimann,69.0,975.0,26,0
Michael Mancienne,69.0,200.0,35,0
Maxence Prévot,69.0,1300000.0,26,0
Léo Leroy,69.0,1400000.0,23,0
Marcelo Weigandt,69.0,2000000.0,23,0
Andrea Meroni,69.0,700.0,26,0
