player,estimated_overall,value,age,Cluster
Bryan Nokoue,60.857142857142854,500.0,21,1
Omar Saeed,60.857142857142854,210.0,24,1
Kim Jin Rae,60.857142857142854,400.0,26,1
Guillermo Parresino,60.857142857142854,275.0,31,1
Aboubacar Lô,60.857142857142854,150.0,23,1
Mazeed Ogungbo,60.857142857142854,210.0,20,1
Tomás Fernández,60.857142857142854,250.0,25,1
Kim Jae Woo,60.857142857142854,170.0,25,1
Mats Lemmens,60.857142857142854,230.0,21,1
Raymon Gaddis,60.857142857142854,500.0,33,1
David Webster,60.857142857142854,150.0,34,1
Franco Rivasseau,60.8,275.0,26,1
Alberto Flores López,60.8,240.0,19,1
Arthur Lyska,60.8,220.0,23,1
Elias Löder,60.75,375.0,23,1
Thomas Kastanaras,60.75,450.0,20,1
Diego Ossa,60.75,170.0,19,1
Kwon Soon Hyung,60.75,150.0,37,1
Daniel Luna,60.75,925.0,20,1
Riyadh Al Ibrahim,60.75,250.0,29,1
Jake Hastie,60.75,275.0,24,1
Liam Thompson,60.75,475.0,21,1
Pacheco,60.75,450.0,21,1
Pablo Bonilla,60.75,275.0,23,1
Kevin Kouassivi-Benissan,60.75,240.0,24,1
Ali Al-Hamadi,60.75,190.0,21,1
Gregory Materan,60.75,675.0,25,1
Rodrigo Vera,60.75,625.0,27,1
Oussama El Azzouzi,60.75,625.0,22,1
Mykola Kukharevych,60.75,575.0,22,1
Jake La Cava,60.75,110.0,22,1
Cosimo Marco Da Graca,60.75,675.0,21,1
Oskar Wójcik,60.714285714285715,150.0,20,1
Stefan Parkes,60.714285714285715,190.0,19,1
Liao Chengjian,60.714285714285715,100.0,29,1
Nathan Tjoe-A-On,60.714285714285715,600.0,21,1
Han Seok Jong,60.714285714285715,400.0,31,1
Daniel Aguileda,60.714285714285715,275.0,31,1
Kayne Ramsay,60.714285714285715,425.0,22,1
Kim Woo Suk,60.714285714285715,140.0,27,1
Mohammed Al Ghamdi,60.714285714285715,220.0,29,1
Li Chao,60.714285714285715,70.0,36,1
Ronald Hernández,60.714285714285715,625.0,25,1
Antonee Burke-Gilroy,60.625,250.0,25,1
Michael Smith,60.625,1200000.0,31,1
Willian Vargas,60.625,600.0,26,1
Moudi Najjar,60.625,220.0,23,1
Santiago Vera,60.625,250.0,24,1
Ignacio Agustín Rodríguez,60.625,525.0,21,1
Daniel Rivillo,60.625,850.0,26,1
Michael Martin,60.625,375.0,23,1
Xie Weijun,60.625,240.0,25,1
Sean O'Brien,60.625,160.0,21,1
Jozef Pukaj,60.6,220.0,23,1
Abdullah Al Owayshir,60.6,210.0,32,1
Anssi Jaakkola,60.6,35.0,36,1
Kevin Rauhut,60.6,120.0,33,1
Tomás Romero,60.6,300.0,22,1
Michele Cerofolini,60.6,210.0,24,1
Hou Sen,60.6,130.0,34,1
Eric N'Jo,60.57142857142857,180.0,19,1
Axel Guessand,60.57142857142857,190.0,18,1
Rowllin Borges,60.57142857142857,190.0,31,1
Fran Grima,60.57142857142857,220.0,36,1
Liu Tao,60.57142857142857,40.0,38,1
Oisín McEntee,60.57142857142857,210.0,22,1
Joshua Eze,60.57142857142857,240.0,20,1
Ma Xingyu,60.57142857142857,180.0,33,1
Basilio Ndong,60.57142857142857,425.0,24,1
Nico Moos,60.57142857142857,250.0,23,1
Maikel Chang,60.5,475.0,32,1
Timur Gayret,60.5,450.0,25,1
Vincenzo Millico,60.5,475.0,23,1
Viktor Djukanović,60.5,350.0,19,1
Jake LaCava,60.5,200.0,22,1
Gor Manvelyan,60.5,450.0,21,1
Ryan Cooney,60.5,775.0,23,1
Josué Mbila,60.5,400.0,24,1
Christos Kourfalidis,60.5,425.0,20,1
Valentín Pereyra,60.5,275.0,21,1
Ryan Haynes,60.5,400.0,27,1
Rauno Sappinen,60.5,450.0,27,1
Jake Hollman,60.5,250.0,22,1
Abdulaziz Majrashi,60.42857142857143,375.0,27,1
Taylor Washington,60.42857142857143,350.0,30,1
Dennis Cirkin,60.42857142857143,875.0,21,1
Toby Sims,60.42857142857143,170.0,25,1
Yoon Jong Gyu,60.42857142857143,750.0,25,1
Freddy Winsth,60.42857142857143,350.0,33,1
Lee Jin Yong,60.42857142857143,550.0,22,1
Greg Bolger,60.42857142857143,200.0,34,1
Conor Keeley,60.42857142857143,130.0,25,1
Vincenzo Ciriello,60.42857142857143,140.0,21,1
Paweł Lenarcik,60.4,250.0,28,1
Kendall McIntosh,60.4,170.0,29,1
Joris Moutachy,60.375,425.0,25,1
Mohamed Aiman Moukhliss Agmir,60.375,275.0,23,1
Carlos Beitia,60.375,375.0,23,1
Kevin Damián González,60.375,220.0,27,1
Feyzi Yıldırım,60.375,325.0,27,1
Georgie Kelly,60.375,450.0,26,1
Jay Turner-Cooke,60.375,230.0,19,1
Gerard Yepes,60.375,275.0,21,1
Turki Al Mutairi,60.375,110.0,22,1
Samuel Anini Jr,60.375,180.0,20,1
Jean Pierre Rosso,60.375,600.0,26,1
Lucas Besozzi,60.375,425.0,20,1
Tim Civeja,60.375,375.0,21,1
Dani Fernández,60.285714285714285,725.0,26,1
Elione Fernandes,60.285714285714285,275.0,18,1
Melvin Ramusović,60.285714285714285,350.0,22,1
Niko Vukancic,60.285714285714285,200.0,21,1
Gary Deegan,60.285714285714285,50.0,35,1
Hubert Matynia,60.285714285714285,400.0,27,1
Dimitrije Kamenović,60.285714285714285,525.0,23,1
Jota Pereira,60.25,275.0,21,1
Simen Kvia-Egeskog,60.25,160.0,20,1
José Barreto,60.25,300.0,23,1
Esey Gebreyesus,60.25,230.0,19,1
Callan Elliot,60.25,425.0,24,1
Pablo Pagis,60.25,275.0,20,1
Brian Maher,60.2,300.0,22,1
Harry Burgoyne,60.2,200.0,26,1
Pascal Kuiper,60.2,180.0,19,1
Maximilian Brüll,60.2,200.0,21,1
Toni Stahl,60.2,220.0,23,1
Jesús López Soria,60.2,200.0,21,1
Samuel Giovane,60.142857142857146,240.0,20,1
Besart Topalloj,60.142857142857146,130.0,22,1
Yoan Koré,60.142857142857146,180.0,18,1
Falah Waleed,60.142857142857146,325.0,24,1
Diego Pampín,60.142857142857146,625.0,23,1
Samuel Loric,60.142857142857146,625.0,23,1
Brooklyn Lyons-Foster,60.142857142857146,210.0,22,1
Luizão,60.142857142857146,600.0,25,1
Isma Ruiz,60.142857142857146,750.0,22,1
Park Min Gyu,60.142857142857146,400.0,28,1
Anton Bol,60.142857142857146,190.0,20,1
Lautaro Geminiani,60.142857142857146,525.0,32,1
Elias Olsson,60.142857142857146,140.0,20,1
Jorès Rahou,60.125,250.0,20,1
Johannes Manske,60.125,400.0,23,1
Daniel Tiefenbach,60.125,240.0,24,1
Johannes Yli-Kokko,60.125,250.0,22,1
Martí Vilà,60.125,625.0,24,1
Théo Bouchlarhem,60.125,190.0,22,1
Zak Emmerson,60.125,150.0,19,1
Facundo Castelli,60.125,350.0,28,1
Henry Lawrence,60.125,400.0,21,1
Brandon Fleming,60.0,925.0,23,1
Kyle Ferguson,60.0,170.0,23,1
Phoenix Patterson,60.0,240.0,23,1
Maxim Deman,60.0,200.0,21,1
Răzvan Ducan,60.0,300.0,22,1
Mark Oxley,60.0,130.0,32,1
Timothy Galjé,60.0,300.0,22,1
Preston Judd,60.0,240.0,24,1
Ben Killip,60.0,250.0,27,1
Abdulkarim Al Qahtani,60.0,240.0,30,1
Mouhamed Niang,60.0,240.0,23,1
Juan José Mina,60.0,775.0,19,1
Isaac Annan,60.0,230.0,21,1
David Morgan,60.0,350.0,29,1
Frankarlos Benítez,60.0,150.0,19,1
Lucas Margueron,60.0,200.0,22,1
Tomás Durso,60.0,210.0,24,1
Marvin Obuz,59.875,275.0,21,1
Amir Abdijanovic,59.875,275.0,22,1
Gary Madine,59.875,725.0,33,1
Nicolas Milanovic,59.875,160.0,21,1
Omar Al Jadaani,59.875,160.0,24,1
Vasilis Zagaritis,59.875,525.0,22,1
Marek Janssen,59.875,375.0,26,1
Manuel Osifo,59.857142857142854,150.0,20,1
Max Dombrowka,59.857142857142854,500.0,31,1
Seriton Fernandes,59.857142857142854,220.0,30,1
Agustín Chopitea,59.857142857142854,900.0,24,1
Rafael Santos,59.857142857142854,350.0,25,1
Theodore Rask,59.857142857142854,210.0,23,1
Kayne Bonnevie,59.8,275.0,22,1
Scott Flinders,59.8,6.0,37,1
Julien Fabri,59.8,230.0,29,1
Rome-Jayden Owusu-Oduro,59.8,160.0,19,1
Paul Tschernuth,59.8,190.0,21,1
Cho Soo Hyuk,59.8,25.0,36,1
Lewis Thomas,59.8,210.0,25,1
Pedro González,59.8,210.0,24,1
Valmir Veliu,59.75,375.0,23,1
Alessandro Lopane,59.75,170.0,19,1
Mikey O'Neill,59.75,170.0,19,1
Rubén de Tomás,59.75,475.0,23,1
Andrey Galabinov,59.75,650.0,34,1
Ulrik Mathisen,59.75,250.0,24,1
Hayrullah Bilazer,59.75,575.0,28,1
Connor Evans,59.75,100.0,19,1
Max McMillan,59.75,140.0,20,1
Alexander Ranacher,59.75,375.0,24,1
Prince Ibara,59.75,525.0,27,1
Aidy White,59.75,210.0,31,1
Till Schumacher,59.75,625.0,25,1
Sergio Díez,59.75,300.0,20,1
Uriel Ramírez,59.75,275.0,24,1
Marchena,59.75,425.0,21,1
Kelvin Mellor,59.714285714285715,160.0,32,1
Fran Supayabe,59.714285714285715,1000000.0,27,1
Kristoffer Tønnessen,59.714285714285715,500.0,25,1
Alaaddin Okumuş,59.714285714285715,700.0,28,1
Tareq Abdullah,59.714285714285715,400.0,27,1
Zhang Yuan,59.714285714285715,130.0,33,1
Kyle John,59.714285714285715,525.0,22,1
Morgan Boyes,59.714285714285715,230.0,22,1
Niklas May,59.625,500.0,21,1
Sonny Carey,59.625,375.0,22,1
Yutaro Oda,59.625,375.0,22,1
Waleed Hezam Al Anazi,59.625,250.0,28,1
Julian Stark,59.625,300.0,22,1
Wilhelm Loeper,59.625,275.0,25,1
Cheye Alexander,59.625,240.0,28,1
Diego Guillen,59.625,275.0,22,1
Sandro Schendl,59.625,220.0,20,1
Yousef Fawaz,59.625,110.0,21,1
Marinos Tzionis,59.625,275.0,22,1
Vic Chambaere,59.6,180.0,20,1
Jack Duncan,59.6,170.0,30,1
Jędrzej Grobelny,59.6,220.0,22,1
Joshua Oluwayemi,59.6,300.0,22,1
Simon Thomas,59.6,120.0,33,1
Yegor Matsenko,59.57142857142857,140.0,21,1
Luke Hendrie,59.57142857142857,325.0,29,1
Mathis Bruns,59.57142857142857,150.0,19,1
Sam Curtis,59.57142857142857,180.0,17,1
Thijmen Blokzijl,59.57142857142857,190.0,18,1
Ilan Sauter,59.57142857142857,150.0,22,1
Tomás Jacob,59.57142857142857,675.0,19,1
Duncan Idehen,59.57142857142857,140.0,21,1
Bilal Brahimi,59.5,300.0,23,1
Francisco Morel,59.5,150.0,19,1
Khaled Al Blooshi,59.5,275.0,24,1
Tong Lei,59.5,425.0,25,1
Sebastian Aigner,59.5,425.0,22,1
Duan Yunzi,59.5,150.0,28,1
Jarrod Carluccio,59.5,170.0,22,1
Courtney Duffus,59.5,180.0,27,1
Valentín Adamo,59.5,450.0,21,1
Yayo,59.5,400.0,19,1
Ollie Palmer,59.5,575.0,31,1
Pascal Richter,59.5,180.0,26,1
David Cawley,59.5,190.0,31,1
Lee Sang Min,59.42857142857143,250.0,24,1
Marvin Senaya,59.42857142857143,525.0,22,1
Nathan Bitumazala,59.42857142857143,240.0,20,1
Fabian Gmeiner,59.42857142857143,600.0,26,1
Nazinho,59.42857142857143,800.0,20,1
Reda Benchaa,59.42857142857143,200.0,21,1
Leon Schaffran,59.4,210.0,25,1
Kleber Pinargote,59.4,250.0,20,1
Jonny Maxted,59.4,160.0,29,1
Florian Schock,59.4,300.0,22,1
Georgi Pashov,59.375,400.0,33,1
An Jin Beom,59.375,140.0,31,1
Jamille Matt,59.375,575.0,33,1
Lucas Halangk,59.375,230.0,19,1
Maxime Sainte,59.375,150.0,21,1
Jayden Davis,59.375,160.0,21,1
Kamron Habibullah,59.375,150.0,19,1
Sveinn Aron Guðjohnsen,59.375,675.0,25,1
Brandon Haunstrup,59.375,475.0,26,1
Marc Carbó,59.375,400.0,29,1
Liu Zhurun,59.375,140.0,21,1
Marcel Canadi,59.375,375.0,25,1
Alassane Sidibe,59.375,275.0,21,1
Nelson Weiper,59.375,250.0,18,1
Gary Boylan,59.285714285714285,160.0,27,1
Jakub Kisiel,59.285714285714285,200.0,20,1
Sebbe Augustijns,59.285714285714285,240.0,23,1
Sandeep Singh,59.285714285714285,160.0,28,1
Hani Al Sibyani,59.285714285714285,210.0,25,1
Mario Dalendo,59.285714285714285,925.0,23,1
Jocelyn Janneh,59.285714285714285,140.0,20,1
Oleksiy Sych,59.285714285714285,525.0,22,1
Jamal Baptiste,59.285714285714285,150.0,19,1
Demeaco Duhaney,59.285714285714285,500.0,24,1
Mehdi Boukamir,59.285714285714285,150.0,19,1
Rio Adebisi,59.285714285714285,425.0,22,1
Peter Makrillos,59.25,275.0,27,1
Denys Antyukh,59.25,450.0,26,1
Samuel Silvera,59.25,375.0,22,1
Namory Cissé,59.25,180.0,20,1
Nolan Norris,59.25,100.0,18,1
Hugo Sotelo,59.25,230.0,19,1
Tyreek Magee,59.25,275.0,23,1
Himanshu Jangra,59.25,60.0,19,1
Niall Huggins,59.25,275.0,22,1
Shin Jae Won,59.25,150.0,24,1
Gustavo Peralta,59.25,200.0,22,1
Rik Vercauteren,59.2,220.0,22,1
Juanpe Navarro,59.2,170.0,25,1
Benjamin Leneis,59.2,210.0,24,1
Adrián González,59.2,220.0,23,1
Ionuț Gurău,59.2,275.0,24,1
Lee Gwang Yeon,59.2,220.0,23,1
Wilbert Hernández,59.2,220.0,22,1
Willy Cestedo,59.2,60.0,35,1
Nathaniel Adjei,59.142857142857146,120.0,21,1
Joe Low,59.142857142857146,140.0,21,1
Nicolas Donadinna,59.142857142857146,875.0,31,1
Harry Van der Saag,59.142857142857146,240.0,23,1
Gastón Benavídez,59.142857142857146,1000000.0,27,1
José Carrillo,59.142857142857146,150.0,28,1
Paya Pichkah,59.125,350.0,23,1
Alessandro Bianco,59.125,275.0,20,1
Dylan Duffy,59.125,160.0,20,1
Jonathan Perez,59.125,120.0,20,1
Daniel Svensson,59.125,400.0,21,1
George Dragomir,59.125,130.0,20,1
Jacques Siwe,59.125,190.0,22,1
Maximiliano Puig,59.125,250.0,22,1
Duccio Degli Innocenti,59.125,325.0,20,1
Devin Sür,59.125,150.0,19,1
Simone Rabbi,59.125,275.0,21,1
David García Hurtado,59.125,350.0,19,1
Robbin Weijenberg,59.0,200.0,18,1
Tim Wiesner,59.0,200.0,26,1
Mamady Bangré,59.0,375.0,22,1
Zhang Jinliang,59.0,140.0,24,1
Fabio Rosales,59.0,180.0,22,1
Valentin Coșereanu,59.0,240.0,32,1
Jandro Orellana,59.0,425.0,23,1
Lilian Raillot,59.0,150.0,19,1
Thijs Timmermans,59.0,230.0,25,1
Darko Lemajić,59.0,875.0,30,1
Fabinho,59.0,425.0,22,1
Jules Gaudin,59.0,275.0,23,1
Zhao Bo,59.0,170.0,29,1
Taha Ayari,59.0,130.0,18,1
Jason McClelland,59.0,160.0,26,1
Jon Nolan,59.0,220.0,31,1
Chris Merrie,59.0,325.0,24,1
Frederic Soelle Soelle,59.0,150.0,17,1
Marley Marshall Miranda,58.875,220.0,20,1
Alex Hunt,58.875,190.0,23,1
André Simões,58.875,400.0,20,1
Jordan Perruzza,58.875,240.0,22,1
Tani Oluwaseyi,58.875,130.0,23,1
Adrian Segecic,58.875,230.0,19,1
Jean Torres,58.875,350.0,20,1
Jonathan Corozo,58.875,160.0,18,1
Darío Serra,58.875,250.0,20,1
Sergio Fabián Ortíz,58.857142857142854,350.0,22,1
Nadjib Cissé,58.857142857142854,210.0,22,1
Niklas Kölle,58.857142857142854,525.0,23,1
Marc Bombardó,58.857142857142854,120.0,17,1
Rory Feely,58.857142857142854,210.0,26,1
Laurence Wyke,58.857142857142854,100.0,26,1
Thomas Himeur,58.8,200.0,22,1
Elliot Parish,58.8,110.0,33,1
Julio Fierro,58.8,200.0,21,1
Prabir Das,58.75,150.0,29,1
Santiago Arcilado,58.75,525.0,27,1
Zhu Ting,58.75,45.0,38,1
Melvin Fersand,58.75,750.0,19,1
Abdulaziz Noor,58.75,190.0,24,1
Maksim Stjopin,58.75,160.0,20,1
Carl Johnston,58.75,210.0,21,1
Dario Oger,58.75,230.0,21,1
Jonathan Benítez,58.75,475.0,22,1
Pelle Mattsson,58.75,230.0,22,1
Yusuf Özdemir,58.75,425.0,22,1
Daniel Adshead,58.75,250.0,21,1
Jakub Antczak,58.75,150.0,19,1
Sammy Robinson,58.714285714285715,250.0,21,1
Alvino Mederos,58.714285714285715,240.0,27,1
Davide Itter,58.714285714285715,425.0,24,1
İsmail Çokçalış,58.714285714285715,350.0,23,1
Owen Bevan,58.714285714285715,150.0,19,1
Bautista Barros Schelotto,58.714285714285715,625.0,23,1
Eli King,58.714285714285715,240.0,20,1
Andrea Cagnano,58.714285714285715,500.0,25,1
Igor Drapiński,58.714285714285715,110.0,19,1
Shi Liang,58.714285714285715,80.0,34,1
Ștefan Vlădoiu,58.714285714285715,750.0,24,1
Norman Bassette,58.625,150.0,18,1
Miguel Monsalve,58.625,600.0,19,1
Lewis Walker,58.625,170.0,25,1
Mehmet Ibrahimi,58.625,250.0,20,1
Frank Liivak,58.625,230.0,27,1
Runar Norheim,58.625,200.0,18,1
Lenny Pirringuel,58.625,170.0,19,1
Matty Wolfe,58.625,350.0,23,1
Hou Yu,58.6,130.0,32,1
Lévi Ntumba,58.6,220.0,22,1
Teddy Bartouche-Selbonne,58.6,170.0,26,1
José Arbio,58.6,200.0,20,1
Yasir Subaşı,58.57142857142857,325.0,27,1
Efe Arda Koyuncu,58.57142857142857,120.0,18,1
Yao Daogang,58.57142857142857,100.0,26,1
Geovane Jesus,58.57142857142857,210.0,22,1
Noor Al Rashidi,58.57142857142857,150.0,28,1
Lewis Macari,58.57142857142857,250.0,21,1
Alex Monis,58.5,220.0,20,1
Kegs Chauke,58.5,150.0,20,1
Denso Kasius,58.5,400.0,20,1
Jashar Beluli,58.5,80.0,19,1
Elias Aarflot,58.5,100.0,19,1
Shi Yan,58.5,250.0,21,1
David Čolina,58.42857142857143,1300000.0,23,1
Connor O'Riordan,58.42857142857143,130.0,19,1
Mohamed Traore,58.42857142857143,120.0,21,1
Hamad Al Jayzani,58.42857142857143,220.0,30,1
Yasin Güreler,58.42857142857143,180.0,32,1
Alexandro Calut,58.42857142857143,325.0,20,1
Tobias Berger,58.42857142857143,230.0,21,1
Eirik Blikstad,58.42857142857143,100.0,19,1
Jonathan Sirois,58.4,200.0,22,1
Andy Lonergan,58.4,6.0,39,1
Richie Bennett,58.375,275.0,32,1
Marinus Larsen,58.375,130.0,19,1
Matías Silva,58.375,240.0,18,1
Alex Badolato,58.375,80.0,18,1
Ethan Alagich,58.375,150.0,19,1
Marco Rus,58.375,180.0,20,1
Mohamed Bouchouari,58.375,425.0,22,1
Ernest Boahene,58.375,350.0,23,1
Daniel Șerbănică,58.285714285714285,400.0,27,1
Aaron Gurd,58.285714285714285,140.0,21,1
Maryan Faryna,58.285714285714285,150.0,20,1
Mario García,58.285714285714285,210.0,19,1
Yanis Massolin,58.285714285714285,160.0,20,1
Xiang Baixu,58.285714285714285,120.0,28,1
Dennis Engel,58.25,325.0,27,1
Tyreece Campbell,58.25,130.0,19,1
Max Balard,58.25,275.0,22,1
Harry Wood,58.25,180.0,21,1
Jayden Reid,58.25,210.0,22,1
Niclas Holm Pedersen,58.25,110.0,21,1
Jean Louchet,58.2,160.0,27,1
Facundo Sanguinetti,58.2,220.0,22,1
Jan de Boer,58.2,220.0,23,1
Youri Schoonderwaldt,58.2,220.0,23,1
Karol Szymański,58.2,140.0,30,1
Hira Mondal,58.142857142857146,130.0,27,1
Joe Woodiwiss,58.142857142857146,100.0,20,1
Corral,58.142857142857146,425.0,25,1
Kerrin Stokes,58.142857142857146,120.0,20,1
Hannes Küng,58.142857142857146,160.0,20,1
Gustav Dahl,58.142857142857146,325.0,27,1
Ousseni Bouda,58.125,150.0,23,1
Boris Singh,58.125,170.0,23,1
Radosław Cielemęcki,58.125,180.0,20,1
Kas de Wit,58.125,210.0,20,1
Jusef Erabi,58.125,160.0,20,1
Mehdi Dorval,58.125,775.0,22,1
Tim Köther,58.125,275.0,22,1
Rida Zouhir,58.125,130.0,19,1
Eom Seung Min,58.125,90.0,20,1
Aïman Maurer,58.125,200.0,18,1
Ye Chugui,58.125,150.0,28,1
Jonas Mukuna,58.125,90.0,18,1
Max Hagemoser,58.0,160.0,20,1
Li Guangwen,58.0,120.0,32,1
Liu Yue,58.0,160.0,25,1
Mario Dorgeles,58.0,110.0,19,1
Anyelberth Vera,58.0,275.0,21,1
Evan Caffrey,58.0,160.0,20,1
Vinit Rai,58.0,150.0,25,1
Ronny Labonne,58.0,275.0,25,1
Elias Damergy,58.0,200.0,20,1
Antonio Sandoval,58.0,250.0,21,1
Vilmer Rönnberg,58.0,140.0,21,1
Ahmad Al Ruhaili,58.0,190.0,28,1
Aleksander Gajgier,58.0,70.0,20,1
Alex Rodríguez,58.0,210.0,21,1
Raphael Borges Rodrigues,58.0,110.0,19,1
Stefano Guidotti,58.0,250.0,24,1
Dragoș Tescan,58.0,300.0,23,1
Richard Tait,58.0,275.0,33,1
John Akinde,58.0,325.0,34,1
Christiaan Ravych,58.0,210.0,21,1
Provat Lakra,58.0,110.0,26,1
Vladislav Kreida,58.0,240.0,23,1
Elias Sebastian Solberg,57.875,170.0,19,1
Alberto Olaru,57.875,240.0,25,1
Mohammed Marran,57.875,130.0,22,1
Alper Demirol,57.875,220.0,20,1
Roan Wilson,57.875,375.0,21,1
Kiyan Nassiri,57.875,130.0,22,1
Aleksander Pawlak,57.875,400.0,21,1
Adam Petersson,57.875,240.0,23,1
Ryan Trevitt,57.875,250.0,20,1
Milan Smit,57.875,250.0,20,1
Daniel Toma,57.875,300.0,23,1
Matthew Bozinovski,57.857142857142854,110.0,22,1
Élie N'Zeyi,57.857142857142854,130.0,25,1
Johaneko Louis-Jean,57.857142857142854,375.0,19,1
Óskar Sverrisson,57.857142857142854,220.0,30,1
Ahmad Faqa,57.857142857142854,140.0,20,1
Ali Fouad,57.857142857142854,110.0,21,1
Lukas Sedlak,57.8,180.0,23,1
Germán Fernández,57.8,180.0,22,1
Jakub Stolarczyk,57.8,180.0,22,1
Tom McGill,57.8,140.0,23,1
Jon McCracken,57.8,130.0,23,1
Lee Hodson,57.75,350.0,31,1
Szymon Sarbinowski,57.75,80.0,19,1
Luciano Bocco,57.75,300.0,22,1
Mads Enggård,57.75,210.0,19,1
Ryan Taylor,57.75,110.0,35,1
Atem Dor Jok,57.75,110.0,22,1
Haris Tabakovic,57.75,600.0,29,1
Yin Congyao,57.75,140.0,26,1
Cameron Windust,57.714285714285715,110.0,22,1
Abbas Al Hassan,57.714285714285715,90.0,19,1
Mashoor Shereef,57.714285714285715,90.0,30,1
Maxim Mariani,57.714285714285715,110.0,18,1
Pedro Ibáñez,57.714285714285715,625.0,22,1
Liu Sheng,57.714285714285715,60.0,33,1
Alex Lizañas,57.625,625.0,23,1
Lukas Klitten,57.625,240.0,23,1
Paweł Chrupałła,57.625,140.0,20,1
Christoph Fenninger,57.625,180.0,28,1
Efe-Kaan Sihlaroglu,57.625,160.0,18,1
Virgil Drăghia,57.6,110.0,33,1
Yannick Pandor,57.6,200.0,22,1
Williams Tortolero,57.6,180.0,20,1
San Nicolás,57.6,180.0,22,1
Cameron Cook,57.6,140.0,22,1
Lee Ji Hoon,57.57142857142857,220.0,29,1
Lazar Mirković,57.57142857142857,120.0,21,1
Darragh Nugent,57.57142857142857,190.0,22,1
Edvin Tellgren,57.57142857142857,90.0,18,1
Alexis Steimbach,57.5,250.0,21,1
Sean Rea,57.5,250.0,21,1
Jamie Devitt,57.5,190.0,33,1
Mahamadou Doumbia,57.5,230.0,19,1
Jack Hamilton,57.5,150.0,23,1
Nassim Ahmed,57.5,240.0,22,1
Emmanuel Danso,57.5,170.0,22,1
Nemanja Motika,57.5,220.0,20,1
Marcel Mansfeld,57.5,200.0,22,1
Dylan Durivaux,57.5,275.0,22,1
Lim Seung Kyum,57.42857142857143,120.0,28,1
Lucas Oliveira Rosa,57.42857142857143,625.0,23,1
John Da,57.42857142857143,130.0,23,1
Lü Haidong,57.42857142857143,350.0,31,1
Martin Luciano,57.42857142857143,675.0,20,1
Kim Ju Yeop,57.42857142857143,220.0,23,1
Leonardo Loria,57.4,170.0,24,1
Alexandros Safarikas,57.4,140.0,24,1
Eduardo Villanueva,57.4,100.0,18,1
Max Weiß,57.4,110.0,19,1
Nawaf Al Aqidi,57.4,180.0,23,1
Rubén Gómez,57.4,190.0,21,1
Ali Al Aamri,57.4,160.0,29,1
Lucas Zahaczewski,57.4,140.0,22,1
Quentin Galvez-Diarra,57.4,140.0,21,1
Wilson Ramírez,57.4,150.0,19,1
Lewis Johnson,57.375,80.0,19,1
Ian Henderson,57.375,80.0,38,1
Joel Tabiner,57.375,130.0,19,1
Emanuel Chabo,57.375,120.0,20,1
Wojciech Łaski,57.375,150.0,23,1
Dayle Rooney,57.375,190.0,25,1
Artem Onischenko,57.375,275.0,20,1
Freddie Draper,57.375,130.0,19,1
Jithin MS,57.375,150.0,25,1
Casper Eklund,57.285714285714285,110.0,19,1
Tomás Lezcano,57.285714285714285,425.0,31,1
Nikolas Sattlberger,57.285714285714285,190.0,19,1
Cristian Ignat,57.285714285714285,120.0,20,1
Kim Dae Woo,57.285714285714285,170.0,22,1
John Ross Wilson,57.285714285714285,170.0,24,1
Oliver Pettersson,57.285714285714285,120.0,20,1
Ayoub Jabbari,57.25,240.0,23,1
Murtaz Daushvili,57.25,240.0,34,1
Miloš Ćoćić,57.25,120.0,20,1
Krystian Kardyś,57.25,140.0,21,1
Cheon Seong Hoon,57.25,240.0,22,1
Cho Hyun Teak,57.25,325.0,22,1
Dominik Bilogrević,57.25,250.0,24,1
Archie Davies,57.25,350.0,24,1
Emil Benny,57.25,130.0,22,1
Gianluca Saro,57.2,130.0,23,1
Adrian Sandach,57.2,110.0,19,1
Aston Oxborough,57.2,170.0,25,1
Ghjuvanni Quilichini,57.2,110.0,21,1
Sebastian Otoa,57.142857142857146,110.0,19,1
Cody Collins,57.142857142857146,80.0,19,1
Junior Diaz,57.142857142857146,150.0,20,1
Will Greenidge,57.142857142857146,110.0,21,1
Markus Björkqvist,57.142857142857146,150.0,19,1
Till Streller,57.142857142857146,90.0,20,1
Johan Bengtsson,57.125,130.0,19,1
Adam Nemec,57.125,240.0,37,1
Esmir Bajraktarevic,57.125,200.0,18,1
Giuseppe Ambrosino,57.125,150.0,19,1
Ulrick Eneme-Ella,57.125,275.0,22,1
Santiago Montiel,57.125,350.0,22,1
Pablo Pérez,57.0,500.0,22,1
Vincy Barretto,57.0,130.0,23,1
Mohammed Al Dawsari,57.0,425.0,24,1
Julen,57.0,170.0,24,1
Linus Carlstrand,57.0,100.0,19,1
Lee Young Joon,57.0,160.0,20,1
Adam Stejskal,57.0,170.0,21,1
Macklin Freke,57.0,170.0,24,1
Fredrik Pålerud,57.0,300.0,29,1
Han Xuan,57.0,100.0,28,1
Ossama Ashley,57.0,210.0,23,1
Calum Waters,57.0,475.0,27,1
Daniel Bassi,57.0,80.0,18,1
Luis Guillén,57.0,180.0,22,1
Jannik Graf,57.0,150.0,18,1
Alexander Lundin,57.0,140.0,30,1
Rochharzela,56.875,120.0,25,1
Kostandinos Grozos,56.875,210.0,23,1
Samkelo Zwane,56.875,140.0,21,1
Josh Flint,56.875,275.0,22,1
Jeon Sung Soo,56.875,130.0,23,1
